theta_sat,theta_res,vGn_alpha,vGn_n 
0.375766,0.075066,-0.070256,2.384972
0.494312,0.038149,-0.395209,2.021752
0.403533,0.018066,-0.536811,2.858519
0.462266,0.035879,-0.237957,2.093928
0.558909,0.075223,-0.719127,1.415534
0.594051,0.065496,-0.579747,2.058170
0.428601,0.037439,-0.264944,1.762612
0.315859,0.084520,-0.722843,2.125626
0.556314,0.006475,-0.592429,2.793542
0.583466,0.036277,-0.893142,2.797297
0.428347,0.097462,-0.624588,2.478523
0.399262,0.023526,-0.145747,2.164605
0.379671,0.083503,-0.854838,1.994982
0.432385,0.080092,-0.019399,2.077963
0.531825,0.072275,-0.242697,1.494848
0.494646,0.030735,-0.487118,2.747434
0.457128,0.002585,-0.616388,1.285345
0.503979,0.050445,-0.755560,1.373076
0.571057,0.032377,-0.712512,2.827883
0.353152,0.025179,-0.580025,2.563432
0.458888,0.063312,-0.596837,1.933585
0.326649,0.017222,-0.380500,1.425928
0.476610,0.077743,-0.127456,2.143422
0.360530,0.096313,-0.447276,2.683441
0.325144,0.083080,-0.640186,2.730253
0.498507,0.043534,-0.053785,1.385693
0.342923,0.040518,-0.466089,1.321114
0.309322,0.077624,-0.472259,1.415064
0.492141,0.054339,-0.237419,2.419452
0.442794,0.053946,-0.787991,1.327726
0.396585,0.017426,-0.564233,1.659755
0.339324,0.085808,-0.267535,2.222454
0.345834,0.079112,-0.713351,1.391760
0.386778,0.080521,-0.187859,1.926153
0.586831,0.058537,-0.140055,2.043706
0.568399,0.018004,-0.733160,2.806578
0.481693,0.074714,-0.508215,2.787651
0.476157,0.057219,-0.030848,1.546911
0.498174,0.068695,-0.995770,2.341006
0.526546,0.073259,-0.415995,2.444995
0.396648,0.019639,-0.672178,2.207490
0.367731,0.090845,-0.219667,1.331397
0.506275,0.078240,-0.926959,1.927733
0.301909,0.056245,-0.167600,1.630944
0.311091,0.077747,-0.409602,2.003956
0.513916,0.016309,-0.384375,2.883376
0.533283,0.058670,-0.859478,1.520387
0.478002,0.016533,-0.938505,1.618937
0.511056,0.088792,-0.698914,2.151747
0.503198,0.099659,-0.199837,2.653088
0.444041,0.025241,-0.867835,1.977974
0.568567,0.081890,-0.472060,1.955161
0.494944,0.001684,-0.398827,1.677820
0.463781,0.025528,-0.193458,2.010850
0.531965,0.038958,-0.155962,1.480300
0.332466,0.059365,-0.695278,2.142755
0.307637,0.014127,-0.389413,1.526437
0.546504,0.053858,-0.062294,1.648481
0.319338,0.038348,-0.816910,1.350844
0.530777,0.076160,-0.900020,2.182623
0.538076,0.046694,-0.891073,1.633960
0.498190,0.011837,-0.745583,2.424990
0.472710,0.018130,-0.092797,1.303885
0.352877,0.080549,-0.985644,2.144006
0.336768,0.087582,-0.950649,1.024394
0.308744,0.092719,-0.490598,1.817596
0.577361,0.079204,-0.979803,1.406966
0.558344,0.054265,-0.081624,2.862315
0.583727,0.038526,-0.453611,1.933006
0.404334,0.003823,-0.765243,1.972683
0.486833,0.039657,-0.707624,2.838196
0.484005,0.096494,-0.313947,2.820592
0.566087,0.088996,-0.565489,2.610407
0.503471,0.083348,-0.836017,1.308787
0.486361,0.017887,-0.704136,1.857550
0.357612,0.013516,-0.166616,2.829598
0.390302,0.092073,-0.235605,2.196957
0.330345,0.048117,-0.064773,1.379207
0.531276,0.052741,-0.232575,1.082958
0.370458,0.043010,-0.684032,1.759322
0.444417,0.072247,-0.448282,1.750728
0.418665,0.029617,-0.652240,2.566346
0.324643,0.035048,-0.724703,2.178785
0.547958,0.072238,-0.917836,1.305148
0.458029,0.099240,-0.845378,1.364523
0.578154,0.086921,-0.055893,1.253185
0.478396,0.068241,-0.824064,1.498266
0.576743,0.092319,-0.540634,1.335706
0.483174,0.008165,-0.742079,2.873118
0.387476,0.025834,-0.875277,2.635051
0.565414,0.079886,-0.492147,1.978118
0.324797,0.077492,-0.905575,2.997795
0.565701,0.081078,-0.356704,1.472140
0.433763,0.089666,-0.510666,2.290684
0.339621,0.002714,-0.994642,2.903302
0.456194,0.084416,-0.801270,2.520089
0.562438,0.056255,-0.760395,1.922492
0.503115,0.093063,-0.786911,1.584333
0.506011,0.035578,-0.699095,2.205715
0.325016,0.060412,-0.201512,2.331506
0.356362,0.041925,-0.216705,2.109691
0.416015,0.082168,-0.367548,1.721512
0.426128,0.005878,-0.332749,1.022979
0.329397,0.062337,-0.427906,1.283398
0.463228,0.052043,-0.180149,2.177328
0.530157,0.054793,-0.809572,2.233290
0.592152,0.021423,-0.638927,2.259453
0.473797,0.091695,-0.083725,1.487958
0.433672,0.091430,-0.100380,1.086608
0.516079,0.055827,-0.322039,1.291391
0.513267,0.090487,-0.257995,2.156507
0.485072,0.075202,-0.268769,1.409242
0.418611,0.011280,-0.390442,2.300594
0.446373,0.030652,-0.203698,2.447364
0.321487,0.058763,-0.974820,1.026722
0.317566,0.031795,-0.089845,2.727796
0.541158,0.068296,-0.149941,1.518462
0.342227,0.058230,-0.067466,2.617602
0.361489,0.054029,-0.650463,1.436622
0.444238,0.044733,-0.619974,1.775726
0.414726,0.007655,-0.391566,1.286606
0.398319,0.014685,-0.021581,1.116388
0.553221,0.072094,-0.100436,2.152752
0.554168,0.032479,-0.845642,2.863424
0.518158,0.082785,-0.640069,2.570072
0.377344,0.051467,-0.567811,2.117939
0.418410,0.004198,-0.503872,2.344949
0.442940,0.029795,-0.402190,2.362799
0.368098,0.064589,-0.188292,1.798117
0.443851,0.095830,-0.780869,1.818053
0.571313,0.080659,-0.706049,2.580450
0.537096,0.019443,-0.697595,2.855638
0.444527,0.083479,-0.856821,2.974940
0.532671,0.019754,-0.030336,1.623677
0.311822,0.068643,-0.526219,1.544452
0.490539,0.027911,-0.503688,1.384003
0.583097,0.098331,-0.806301,1.879511
0.361572,0.073217,-0.177826,2.824111
0.566570,0.032998,-0.088026,2.112974
0.454695,0.050495,-0.564765,2.317039
0.588467,0.023625,-0.939522,2.349039
0.557029,0.083861,-0.779005,1.030653
0.473522,0.071367,-0.965124,2.139174
0.359120,0.003163,-0.947381,2.244803
0.390193,0.030555,-0.756777,1.564886
0.466823,0.009277,-0.147332,1.491743
0.475347,0.062136,-0.659896,1.428917
0.584189,0.078939,-0.558244,2.533666
0.497130,0.015196,-0.485380,2.373870
0.563287,0.053601,-0.403096,2.404106
0.418923,0.051814,-0.139853,1.996609
0.591538,0.085828,-0.043920,1.522939
0.451411,0.015761,-0.044567,1.544084
0.563570,0.013890,-0.252314,1.814776
0.541128,0.065854,-0.702635,1.136449
0.403410,0.093594,-0.865663,1.750260
0.300541,0.055621,-0.528805,2.973128
0.482983,0.060663,-0.879808,1.385876
0.362612,0.091679,-0.647769,2.702933
0.403975,0.056371,-0.440549,2.265663
0.400860,0.030834,-0.371588,1.594682
0.517583,0.052923,-0.877630,1.591619
0.495414,0.027880,-0.966341,1.101901
0.503947,0.084547,-0.573361,2.354447
0.330445,0.081141,-0.699633,1.685856
0.535202,0.073554,-0.244465,2.540585
0.547471,0.001210,-0.111815,1.556010
0.395767,0.090047,-0.254442,2.624074
0.568987,0.042743,-0.136182,2.681422
0.393449,0.029642,-0.777245,1.398810
0.570072,0.098397,-0.868409,2.907714
0.406884,0.082694,-0.582696,1.223672
0.578880,0.051501,-0.168866,1.062551
0.406506,0.065148,-0.491349,2.653742
0.379918,0.048714,-0.584049,1.080594
0.449892,0.054155,-0.383675,1.934315
0.343658,0.003792,-0.150127,2.072413
0.310612,0.068770,-0.181729,1.360174
0.352221,0.068578,-0.291917,2.469760
0.390219,0.022625,-0.423992,2.178051
0.391292,0.003479,-0.179678,1.596280
0.516517,0.036058,-0.648913,2.688892
0.445629,0.022658,-0.513217,2.855057
0.374877,0.025291,-0.177448,1.016146
0.477193,0.099039,-0.687461,2.816694
0.462999,0.024396,-0.218226,2.347618
0.407811,0.088895,-0.103905,2.076273
0.474777,0.071433,-0.721144,1.011275
0.371145,0.021404,-0.338782,1.479161
0.527335,0.023655,-0.968029,1.800918
0.445650,0.068880,-0.153596,1.664332
0.575769,0.051459,-0.556274,1.264098
0.356645,0.050978,-0.241792,1.742298
0.349576,0.034807,-0.642256,2.113895
0.460185,0.085048,-0.721500,1.327357
0.389955,0.075141,-0.639778,2.156285
0.587682,0.068564,-0.984867,2.841660
0.421183,0.055447,-0.852305,2.557259
0.408127,0.062059,-0.136518,1.463635
0.522323,0.038204,-0.435919,1.445741
0.329006,0.063144,-0.566242,2.995592
0.452139,0.088186,-0.336104,1.969330
0.562319,0.099265,-0.579429,2.983774
0.412473,0.051323,-0.523972,1.018926
0.338874,0.040623,-0.402296,1.596123
0.420163,0.043600,-0.545968,1.692966
0.445406,0.029687,-0.381967,2.006841
0.422891,0.085662,-0.541866,1.794986
0.548179,0.015165,-0.889643,1.180096
0.575015,0.089190,-0.795955,1.219024
0.522284,0.029826,-0.553788,2.122493
0.510026,0.062999,-0.040480,1.501327
0.531619,0.041705,-0.131827,1.540764
0.374066,0.050534,-0.115898,1.984336
0.419046,0.031854,-0.421320,2.929158
0.480923,0.037065,-0.486643,2.740998
0.398780,0.079582,-0.442039,1.642522
0.542973,0.055371,-0.738497,2.103099
0.447733,0.089939,-0.354851,2.897773
0.594527,0.023702,-0.921648,1.249331
0.462543,0.015788,-0.849533,1.338717
0.420994,0.021130,-0.634833,2.292063
0.576375,0.081939,-0.224527,1.249925
0.446183,0.007006,-0.665140,2.735169
0.489949,0.026479,-0.482893,1.833725
0.419109,0.063484,-0.980563,2.127103
0.315269,0.043266,-0.278396,1.589158
0.596532,0.086710,-0.401681,1.840316
0.507414,0.087465,-0.694471,1.212408
0.410099,0.092677,-0.247792,2.775733
0.479609,0.032291,-0.739611,1.501610
0.306319,0.040457,-0.481424,1.325262
0.595789,0.082048,-0.063544,1.132649
0.455189,0.058322,-0.350649,2.354963
0.352441,0.006438,-0.229471,2.638409
0.433327,0.053886,-0.389342,2.376110
0.405711,0.002388,-0.697744,1.127534
0.421690,0.097171,-0.294722,1.458143
0.332166,0.086034,-0.141455,2.255200
0.419437,0.024725,-0.352819,2.808273
0.350349,0.014323,-0.172310,1.154012
0.402198,0.040225,-0.393626,2.623046
0.479885,0.043389,-0.555514,1.307738
0.407028,0.029928,-0.447812,1.756290
0.543439,0.019712,-0.784959,2.123981
0.510234,0.008453,-0.484138,2.643156
0.419578,0.087444,-0.161878,1.416521
0.589911,0.035635,-0.302698,2.227198
0.584946,0.007651,-0.298098,1.177599
0.445265,0.061799,-0.036700,2.736083
0.392402,0.036455,-0.075052,1.655294
0.571008,0.099620,-0.416386,2.438317
0.468040,0.064615,-0.479865,1.098937
0.404203,0.024088,-0.871905,1.607866
0.518691,0.059199,-0.992805,2.360257
0.460253,0.008630,-0.811012,1.469000
0.462479,0.070113,-0.182529,1.713950
0.426226,0.012915,-0.396136,1.276415
0.556895,0.097642,-0.893702,1.234657
0.396270,0.055533,-0.491756,2.660614
0.444493,0.064765,-0.245123,2.576617
0.569831,0.005747,-0.364870,2.993013
0.485496,0.009897,-0.088127,2.270938
0.440279,0.085577,-0.662458,2.969102
0.559002,0.007627,-0.246963,1.762502
0.448643,0.009831,-0.856857,2.010031
0.380497,0.003110,-0.654055,1.450302
0.471546,0.029472,-0.468476,1.703299
0.574316,0.072782,-0.497155,2.292942
0.527802,0.054425,-0.957629,2.422272
0.390054,0.014000,-0.118971,2.780852
0.382622,0.044070,-0.122548,2.085220
0.574439,0.023042,-0.116251,2.505811
0.409029,0.034254,-0.288564,2.017795
0.454328,0.065723,-0.151146,1.973268
0.484635,0.010940,-0.510141,1.875676
0.539765,0.009801,-0.970579,2.287240
0.571783,0.037615,-0.153651,1.808824
0.399569,0.004595,-0.660872,1.572766
0.457923,0.066531,-0.775773,1.565820
0.521561,0.045619,-0.401867,2.385026
0.435034,0.018866,-0.056502,2.075565
0.464502,0.089860,-0.113608,2.177929
0.301925,0.043366,-0.195314,1.173150
0.397366,0.095770,-0.496230,2.802093
0.539112,0.081407,-0.368580,1.328645
0.386047,0.086086,-0.808976,2.669289
0.380555,0.071754,-0.201896,2.045098
0.338954,0.093475,-0.266758,2.880744
0.476557,0.050733,-0.275623,2.104912
0.343209,0.041876,-0.247191,1.843192
0.361300,0.050355,-0.154871,1.654687
0.551204,0.037083,-0.312851,2.396350
0.591374,0.034639,-0.227692,1.537006
0.486929,0.006691,-0.738030,2.348711
0.547094,0.004506,-0.976786,1.255222
0.379866,0.076349,-0.457489,2.563791
0.349917,0.085885,-0.287067,2.805681
0.405149,0.004350,-0.957172,2.794434
0.546566,0.022348,-0.391814,1.988603
0.333397,0.054618,-0.089750,1.889862
0.529408,0.002681,-0.649319,2.750849
0.486320,0.038951,-0.686545,1.573856
0.319632,0.027266,-0.142487,2.055955
0.498838,0.076888,-0.466208,2.561504
0.342999,0.099006,-0.289729,1.401542
0.340186,0.048199,-0.015873,1.886872
0.368862,0.007149,-0.147751,1.563840
0.364628,0.048054,-0.076524,2.619018
0.542892,0.035479,-0.842203,1.232449
0.401814,0.046441,-0.178807,1.989103
0.508538,0.079387,-0.351028,2.177488
0.591360,0.013538,-0.746759,1.227530
0.304407,0.098530,-0.129420,2.436388
0.586805,0.094496,-0.674772,1.532626
0.482219,0.001229,-0.200077,1.318868
0.329466,0.019073,-0.949254,2.020378
0.564001,0.047577,-0.452867,1.793862
0.523955,0.095624,-0.726516,2.171689
0.510063,0.045968,-0.499916,2.796336
0.408826,0.056099,-0.129934,1.070605
0.535786,0.055430,-0.278585,1.566071
0.475590,0.078764,-0.618410,1.549969
0.402246,0.009961,-0.619500,1.701277
0.324120,0.002820,-0.305645,1.235756
0.523191,0.093054,-0.782480,1.489462
0.302971,0.071345,-0.879924,2.637829
0.521107,0.038723,-0.510300,2.639570
0.414334,0.059900,-0.278173,2.344612
0.517215,0.094458,-0.292973,2.109977
0.530473,0.083524,-0.123012,1.999542
0.400622,0.001256,-0.029074,1.758362
0.347390,0.009732,-0.469256,2.052457
0.341406,0.092844,-0.441612,2.184341
0.497839,0.068473,-0.976578,2.355302
0.412070,0.026023,-0.851683,2.034010
0.492588,0.007808,-0.784055,1.677521
0.461394,0.035159,-0.978539,1.745964
0.425759,0.074183,-0.102506,1.024492
0.546845,0.072473,-0.820859,1.718732
0.523484,0.012896,-0.389507,1.951787
0.508013,0.010141,-0.172136,1.557774
0.387298,0.041255,-0.668664,1.465720
0.483641,0.074915,-0.193403,1.475811
0.466725,0.042529,-0.742977,1.531811
0.561407,0.042167,-0.258267,1.704403
0.383129,0.009498,-0.862078,1.283040
0.572758,0.043002,-0.846131,1.691846
0.430534,0.044518,-0.594895,2.566560
0.597507,0.096956,-0.301171,2.055458
0.547249,0.090159,-0.990733,1.449904
0.366114,0.096870,-0.807773,2.588586
0.435249,0.063118,-0.975048,1.402238
0.466154,0.068168,-0.534251,2.779285
0.317821,0.003154,-0.518915,1.001323
0.588866,0.006886,-0.204467,1.132400
0.319454,0.071679,-0.329285,2.029140
0.450170,0.055901,-0.286153,1.570508
0.423944,0.085634,-0.539426,2.064057
0.442699,0.098841,-0.584962,1.091303
0.493472,0.065562,-0.344806,2.056817
0.344181,0.088686,-0.816399,2.685049
0.549890,0.028320,-0.378701,1.334696
0.304662,0.032501,-0.687850,2.395371
0.578318,0.083953,-0.703596,2.367206
0.428789,0.051895,-0.709179,1.839385
0.388716,0.027064,-0.404741,1.005513
0.495833,0.013586,-0.890136,2.948665
0.550623,0.051244,-0.810880,2.653304
0.419387,0.039548,-0.299584,2.109313
0.332835,0.091496,-0.707957,1.744977
0.374160,0.026394,-0.479825,1.368923
0.548462,0.046839,-0.406174,2.854463
0.594443,0.064486,-0.896931,2.072142
0.360741,0.053308,-0.367703,1.332847
0.513501,0.007700,-0.397282,1.673884
0.472004,0.002081,-0.942162,2.693614
0.441534,0.077145,-0.772548,1.912202
0.374325,0.016214,-0.466807,1.444978
0.483880,0.032872,-0.366127,2.648861
0.358854,0.067206,-0.621055,1.058621
0.428310,0.068747,-0.381660,1.644612
0.368246,0.026092,-0.212306,2.483625
0.387506,0.086215,-0.245971,1.756029
0.511983,0.069862,-0.616127,2.471252
0.427831,0.021293,-0.437011,1.754800
0.312810,0.069231,-0.039227,1.866687
0.411330,0.005107,-0.393247,2.706338
0.521169,0.073715,-0.014865,2.915389
0.472146,0.062098,-0.244567,1.546263
0.387990,0.045856,-0.732898,1.478821
0.331005,0.067047,-0.339668,2.226639
0.423256,0.055163,-0.398074,1.025250
0.499629,0.029198,-0.411928,2.968752
0.366664,0.037610,-0.259419,1.918323
0.376340,0.090910,-0.812882,2.307591
0.417901,0.096305,-0.868838,2.160643
0.596025,0.033379,-0.011044,1.172353
0.512093,0.032260,-0.876571,2.816552
0.305932,0.081057,-0.508004,2.342497
0.400709,0.083919,-0.763461,1.490360
0.559421,0.062382,-0.382705,2.360179
0.459966,0.079828,-0.477455,1.950686
0.373580,0.082872,-0.556945,1.857697
0.394369,0.024793,-0.415286,1.632544
0.437192,0.017556,-0.436394,2.562533
0.446752,0.039710,-0.115569,1.916102
0.484312,0.067307,-0.786506,1.404993
0.514693,0.072455,-0.201008,2.637004
0.360819,0.053469,-0.776330,1.694076
0.396766,0.053144,-0.945767,2.140606
0.339026,0.052070,-0.330552,1.386574
0.311565,0.012611,-0.944585,2.415839
0.581904,0.043466,-0.490392,1.271354
0.396527,0.041278,-0.829264,2.786397
0.575201,0.034525,-0.364969,2.432384
0.553354,0.033786,-0.393024,2.308130
0.386914,0.074004,-0.724822,2.396804
0.465087,0.039688,-0.609203,2.158154
0.579582,0.024844,-0.594890,2.496530
0.535326,0.077917,-0.854950,1.549698
0.341685,0.073368,-0.958057,2.538950
0.332551,0.072511,-0.217600,1.685148
0.421505,0.069925,-0.136804,1.792735
0.587199,0.052674,-0.244922,1.615361
0.304245,0.022293,-0.580452,1.619111
0.472347,0.021633,-0.829695,2.841970
0.523058,0.060952,-0.706577,2.462972
0.468684,0.044416,-0.560580,2.284455
0.449320,0.084690,-0.672300,2.770216
0.326731,0.043886,-0.422665,1.241682
0.481938,0.083569,-0.188820,1.204703
0.384018,0.069497,-0.892731,1.477928
0.348518,0.019989,-0.175596,2.580984
0.328455,0.093097,-0.014992,2.745281
0.462327,0.052367,-0.959352,2.722165
0.329575,0.054995,-0.932457,2.680483
0.567600,0.046146,-0.614447,1.959394
0.312660,0.083361,-0.892187,1.109508
0.426159,0.096853,-0.769616,1.236646
0.588129,0.046633,-0.906439,1.124912
0.484687,0.014623,-0.939959,2.262443
0.381838,0.065412,-0.842355,1.129428
0.433137,0.033712,-0.297049,2.803707
0.429500,0.020042,-0.699528,2.174812
0.489777,0.043121,-0.721621,2.638773
0.504132,0.048058,-0.725868,1.267608
0.561208,0.092954,-0.749511,2.945547
0.349718,0.007017,-0.900695,1.852482
0.323340,0.041235,-0.434125,1.009092
0.357837,0.053856,-0.393110,2.420277
0.586294,0.044372,-0.369826,1.118249
0.403672,0.087711,-0.972741,1.063903
0.525071,0.025878,-0.222585,2.598053
0.314529,0.061899,-0.230370,2.904008
0.539486,0.067244,-0.957419,1.165848
0.376434,0.056404,-0.173266,1.077092
0.585971,0.007583,-0.717534,2.858047
0.339946,0.091425,-0.550361,1.066485
0.522683,0.005561,-0.885025,1.361195
0.502740,0.045140,-0.249430,1.481396
0.401174,0.010423,-0.627554,2.137290
0.473145,0.026077,-0.274097,2.844900
0.357327,0.023135,-0.582087,1.131591
0.388456,0.022171,-0.586612,2.258158
0.421958,0.014741,-0.934719,2.416711
0.475879,0.049472,-0.610198,1.437758
0.549478,0.093300,-0.439616,1.524271
0.438262,0.024039,-0.966669,1.432344
0.585440,0.027028,-0.198671,2.720642
0.301977,0.085543,-0.541546,1.049692
0.368201,0.086227,-0.847194,2.857822
0.350585,0.007833,-0.432494,1.136901
0.543161,0.030583,-0.597773,2.784332
0.599966,0.019000,-0.699785,1.620151
0.363473,0.012550,-0.669311,2.313522
0.526759,0.032356,-0.023754,1.740089
0.317170,0.084379,-0.680046,2.483824
0.344256,0.019414,-0.876546,2.158390
0.440488,0.033055,-0.545368,1.082228
0.541218,0.068625,-0.545250,1.128729
0.511676,0.040074,-0.360188,1.631410
0.354223,0.019152,-0.428550,1.664820
0.435924,0.036434,-0.642774,2.972245
0.570154,0.022796,-0.983989,2.566606
0.540498,0.024283,-0.060178,1.992929
0.352662,0.054517,-0.825811,1.942011
0.563127,0.076792,-0.668595,1.326781
0.442724,0.077787,-0.848618,2.616984
0.400748,0.092698,-0.228199,1.237711
0.447095,0.033918,-0.386655,2.535833
0.307835,0.042851,-0.040236,1.986049
0.573667,0.076298,-0.578619,2.088622
0.382250,0.093686,-0.419622,1.974257
0.383694,0.038641,-0.160535,2.971421
0.302634,0.012212,-0.284438,1.574871
0.365462,0.031420,-0.288325,1.204567
0.405828,0.005046,-0.551105,2.414928
0.470562,0.035320,-0.621982,2.638296
0.441275,0.081581,-0.180245,1.306413
0.591598,0.036165,-0.620618,1.749800
0.435991,0.080446,-0.165895,2.207271
0.536584,0.093745,-0.844373,2.602825
0.520274,0.098671,-0.895916,1.002432
0.352338,0.049382,-0.614055,2.600151
0.313262,0.035026,-0.728471,1.427457
0.467391,0.080261,-0.249621,1.180333
0.421609,0.026420,-0.660227,1.053227
0.526653,0.026772,-0.991902,1.737731
0.403228,0.024384,-0.937386,2.227638
0.479707,0.071093,-0.585016,1.488436
0.334994,0.013366,-0.281781,1.100094
0.592805,0.005490,-0.219347,2.593354
0.379059,0.069535,-0.774337,1.731098
0.545976,0.070357,-0.134245,2.709864
0.413045,0.095486,-0.644690,2.780556
0.311721,0.084794,-0.223503,2.423520
0.579998,0.053218,-0.027311,2.998415
0.409518,0.037103,-0.480197,2.391312
0.536199,0.048496,-0.113694,2.657405
0.336273,0.002014,-0.632102,1.606780
0.435097,0.029883,-0.694808,1.291745
0.523137,0.035282,-0.979415,1.720765
0.308105,0.071399,-0.385462,2.888921
0.583175,0.079268,-0.367973,1.527148
0.387742,0.070828,-0.457199,1.454353
0.346860,0.001055,-0.204737,1.469429
0.342736,0.088102,-0.265645,2.577025
0.403263,0.057942,-0.657095,2.512190
0.454854,0.006178,-0.461628,2.744762
0.364657,0.022597,-0.166825,2.262619
0.511638,0.054775,-0.341456,2.572998
0.453837,0.019329,-0.744156,2.558114
0.391061,0.008327,-0.363760,1.936603
0.405083,0.027899,-0.345260,2.618276
0.354505,0.009846,-0.715476,1.085874
0.388676,0.082944,-0.450192,1.393183
0.461564,0.060184,-0.167115,2.238769
0.519960,0.073625,-0.590383,1.440639
0.553286,0.034988,-0.748764,2.392091
0.336685,0.015481,-0.230384,2.249086
0.445441,0.030629,-0.070913,2.019148
0.349811,0.017064,-0.650430,2.926899
0.463883,0.036907,-0.569223,2.429340
0.451301,0.078213,-0.059871,2.342024
0.492675,0.016714,-0.419203,1.708876
0.461173,0.016867,-0.363572,1.871727
0.382512,0.025021,-0.606817,1.871952
0.301571,0.004267,-0.301996,2.071957
0.540184,0.049990,-0.045715,1.123282
0.398156,0.047924,-0.784255,2.276978
0.342436,0.027472,-0.387927,2.429625
0.559635,0.078810,-0.362473,2.120660
0.371788,0.050505,-0.533677,1.641892
0.349491,0.044944,-0.011610,2.410114
0.572530,0.084633,-0.727678,2.304311
0.587336,0.050716,-0.175434,1.676297
0.472640,0.023414,-0.103161,1.558727
