theta_sat,theta_res,vGn_alpha,vGn_n 
0.544642,0.039023,-0.794959,1.396103
0.587382,0.048655,-0.459135,2.468117
0.462700,0.029955,-0.316336,2.353799
0.479873,0.099207,-0.309822,1.818781
0.401203,0.059071,-0.231648,1.110937
0.528802,0.097687,-0.703153,1.181500
0.554334,0.031926,-0.723082,2.949765
0.453239,0.017953,-0.750117,2.043510
0.416280,0.009652,-0.153825,2.609826
0.591990,0.098047,-0.140179,2.033954
0.385074,0.074698,-0.034593,2.136768
0.373443,0.019533,-0.380447,1.580467
0.313049,0.053234,-0.619849,1.123155
0.535260,0.060169,-0.264052,1.430910
0.456484,0.098309,-0.338474,1.786281
0.565257,0.093937,-0.034321,1.735783
0.420792,0.035469,-0.832279,2.176041
0.491280,0.083944,-0.852014,2.573873
0.559903,0.061171,-0.254093,1.883506
0.518642,0.008346,-0.149230,1.334532
0.496755,0.021646,-0.538821,2.683243
0.316936,0.051435,-0.565612,1.628810
0.466699,0.090412,-0.532125,2.635702
0.523698,0.093877,-0.888832,2.927161
0.420665,0.055126,-0.150248,2.287832
0.316145,0.032528,-0.823383,1.665044
0.311224,0.098386,-0.280340,1.396221
0.533505,0.064835,-0.285956,1.255569
0.533775,0.036188,-0.654401,1.039561
0.498066,0.077108,-0.269428,2.543772
0.374465,0.080792,-0.322212,2.563796
0.437025,0.071940,-0.387178,1.507596
0.456092,0.098668,-0.085775,2.998249
0.515835,0.036123,-0.811734,2.233228
0.337607,0.059763,-0.800979,2.083691
0.525214,0.027359,-0.304495,2.574010
0.429294,0.056902,-0.566880,2.280072
0.424620,0.053517,-0.628092,2.378602
0.494709,0.004439,-0.788401,1.646920
0.345034,0.084580,-0.500538,1.155670
0.396190,0.017207,-0.070375,1.834748
0.535398,0.096146,-0.489383,2.579664
0.315358,0.026982,-0.718111,2.302239
0.375766,0.085455,-0.070256,2.937425
0.494312,0.046805,-0.395209,1.715308
0.403533,0.004184,-0.536811,1.761645
0.462266,0.094297,-0.237957,1.378358
0.558909,0.013924,-0.719127,2.078716
0.594051,0.093115,-0.579747,1.450322
0.428601,0.045279,-0.264944,2.125087
0.315859,0.045559,-0.722843,2.911454
0.556314,0.046091,-0.592429,2.105077
0.583466,0.021240,-0.893142,1.619130
0.428347,0.042440,-0.624588,2.674320
0.399262,0.090004,-0.145747,1.107821
0.379671,0.090274,-0.854838,2.634344
0.432385,0.016619,-0.019399,1.511863
0.531825,0.065049,-0.242697,1.143974
0.494646,0.066627,-0.487118,1.757579
0.457128,0.008927,-0.616388,2.407036
0.503979,0.053760,-0.755560,2.175133
0.571057,0.004658,-0.712512,1.642639
0.353152,0.056650,-0.580025,1.312207
0.458888,0.057158,-0.596837,1.515954
0.326649,0.048353,-0.380500,2.767587
0.476610,0.090103,-0.127456,2.698707
0.360530,0.042317,-0.447276,2.765586
0.325144,0.064591,-0.640186,1.092739
0.498507,0.057770,-0.053785,2.941309
0.342923,0.054298,-0.466089,2.901897
0.309322,0.059102,-0.472259,1.987655
0.492141,0.001648,-0.237419,2.562789
0.442794,0.085063,-0.787991,2.451011
0.396585,0.035874,-0.564233,2.608195
0.339324,0.033185,-0.267535,1.178902
0.345834,0.055140,-0.713351,2.140629
0.386778,0.017032,-0.187859,2.325933
0.586831,0.092453,-0.140055,2.878110
0.568399,0.070741,-0.733160,1.699479
0.481693,0.085467,-0.508215,2.729313
0.476157,0.060448,-0.030848,2.186078
0.498174,0.091248,-0.995770,2.510072
0.526546,0.076335,-0.415995,2.482377
0.396648,0.071498,-0.672178,1.584652
0.367731,0.055116,-0.219667,2.991952
0.506275,0.075168,-0.926959,1.608438
0.301909,0.004286,-0.167600,1.163177
0.311091,0.068693,-0.409602,1.446662
0.513916,0.097674,-0.384375,1.053488
0.533283,0.002932,-0.859478,2.963718
0.478002,0.053157,-0.938505,2.528825
0.511056,0.005569,-0.698914,2.758216
0.503198,0.064277,-0.199837,1.752931
0.444041,0.052168,-0.867835,2.836500
0.568567,0.070494,-0.472060,1.453707
0.494944,0.051416,-0.398827,2.629191
0.463781,0.023159,-0.193458,1.274679
0.531965,0.057899,-0.155962,1.217556
0.332466,0.078966,-0.695278,2.528340
0.307637,0.011287,-0.389413,2.504893
0.546504,0.098252,-0.062294,2.253726
0.319338,0.058064,-0.816910,2.231443
0.530777,0.042588,-0.900020,2.865967
0.538076,0.006881,-0.891073,2.908474
0.498190,0.091920,-0.745583,1.791708
0.472710,0.054230,-0.092797,2.142561
0.352877,0.079565,-0.985644,1.837761
0.336768,0.092445,-0.950649,1.514668
0.308744,0.039972,-0.490598,1.845431
0.577361,0.088988,-0.979803,1.297548
0.558344,0.047688,-0.081624,2.645679
0.583727,0.002514,-0.453611,1.650574
0.404334,0.069283,-0.765243,1.175903
0.486833,0.083959,-0.707624,1.522600
0.484005,0.061708,-0.313947,1.812140
0.566087,0.052190,-0.565489,2.656216
0.503471,0.006232,-0.836017,1.961265
0.486361,0.053790,-0.704136,2.271350
0.357612,0.077782,-0.166616,2.898256
0.390302,0.028223,-0.235605,1.875073
0.330345,0.050684,-0.064773,1.152146
0.531276,0.010844,-0.232575,2.187669
0.370458,0.015878,-0.684032,1.816926
0.444417,0.013409,-0.448282,1.321367
0.418665,0.093042,-0.652240,1.395080
0.324643,0.068445,-0.724703,1.748850
0.547958,0.054343,-0.917836,1.430449
0.458029,0.016358,-0.845378,1.306635
0.578154,0.034082,-0.055893,2.138649
0.478396,0.090703,-0.824064,1.206595
0.576743,0.007554,-0.540634,2.975366
0.483174,0.084237,-0.742079,2.750353
0.387476,0.092745,-0.875277,2.796713
0.565414,0.091638,-0.492147,2.169183
0.324797,0.098929,-0.905575,2.542602
0.565701,0.021756,-0.356704,2.574613
0.433763,0.016291,-0.510666,2.390278
0.339621,0.058322,-0.994642,1.878510
0.456194,0.028061,-0.801270,1.482551
0.562438,0.023154,-0.760395,2.043343
0.503115,0.005348,-0.786911,1.814823
0.506011,0.031249,-0.699095,2.577107
0.325016,0.003991,-0.201512,2.078310
0.356362,0.056033,-0.216705,2.762548
0.416015,0.001635,-0.367548,1.616595
0.426128,0.071699,-0.332749,2.740472
0.329397,0.001202,-0.427906,1.048853
0.463228,0.006186,-0.180149,1.933052
0.530157,0.031349,-0.809572,2.905731
0.592152,0.063485,-0.638927,1.146579
0.473797,0.006585,-0.083725,2.270760
0.433672,0.081982,-0.100380,2.630901
0.516079,0.035612,-0.322039,1.627355
0.513267,0.076200,-0.257995,2.323809
0.485072,0.005268,-0.268769,1.379058
0.418611,0.092190,-0.390442,2.561998
0.446373,0.085279,-0.203698,2.406934
0.321487,0.036154,-0.974820,1.537745
0.317566,0.036830,-0.089845,2.160156
0.541158,0.006339,-0.149941,1.947102
0.342227,0.084254,-0.067466,2.814794
0.361489,0.058019,-0.650463,2.690112
0.444238,0.094225,-0.619974,2.831457
0.414726,0.074832,-0.391566,1.585809
0.398319,0.057822,-0.021581,1.500053
0.553221,0.099245,-0.100436,1.049457
0.554168,0.094136,-0.845642,1.800659
0.518158,0.077858,-0.640069,1.248797
0.377344,0.025737,-0.567811,2.702514
0.418410,0.024634,-0.503872,2.167975
0.442940,0.057523,-0.402190,2.171555
0.368098,0.087544,-0.188292,1.764307
0.443851,0.001617,-0.780869,2.853803
0.571313,0.014959,-0.706049,2.216925
0.537096,0.072106,-0.697595,1.986705
0.444527,0.053027,-0.856821,2.793000
0.532671,0.056104,-0.030336,1.095626
0.311822,0.037329,-0.526219,1.518517
0.490539,0.079501,-0.503688,1.130905
0.583097,0.009384,-0.806301,1.600245
0.361572,0.007908,-0.177826,1.285713
0.566570,0.071207,-0.088026,1.856193
0.454695,0.081898,-0.564765,1.316952
0.588467,0.007792,-0.939522,1.560498
0.557029,0.068380,-0.779005,1.390144
0.473522,0.045176,-0.965124,1.209820
0.359120,0.070555,-0.947381,2.888054
0.390193,0.040212,-0.756777,1.483756
0.466823,0.081252,-0.147332,2.886490
0.475347,0.057537,-0.659896,2.147605
0.584189,0.080496,-0.558244,2.450105
0.497130,0.048284,-0.485380,2.965932
0.563287,0.078379,-0.403096,2.907844
0.418923,0.051166,-0.139853,2.323351
0.591538,0.005853,-0.043920,2.873564
0.451411,0.020202,-0.044567,2.892558
0.563570,0.020082,-0.252314,2.883034
0.541128,0.013208,-0.702635,2.316809
0.403410,0.056951,-0.865663,1.997155
0.300541,0.086509,-0.528805,1.373158
0.482983,0.062180,-0.879808,2.115957
0.362612,0.010449,-0.647769,2.520223
0.403975,0.085981,-0.440549,2.297370
0.400860,0.053142,-0.371588,1.497216
0.517583,0.047229,-0.877630,1.105086
0.495414,0.002165,-0.966341,1.821030
0.503947,0.080651,-0.573361,1.190526
0.330445,0.030331,-0.699633,2.546099
0.535202,0.043303,-0.244465,2.560969
0.547471,0.096323,-0.111815,1.182239
0.395767,0.039266,-0.254442,2.968711
0.568987,0.049887,-0.136182,2.676860
0.393449,0.088272,-0.777245,1.627664
0.570072,0.032433,-0.868409,2.149779
0.406884,0.023169,-0.582696,2.860480
0.578880,0.034257,-0.168866,2.213419
0.406506,0.041982,-0.491349,2.870598
0.379918,0.010402,-0.584049,2.155048
0.449892,0.015692,-0.383675,2.802200
0.343658,0.087917,-0.150127,2.695406
0.310612,0.084500,-0.181729,2.645027
0.352221,0.074062,-0.291917,2.427317
0.390219,0.086644,-0.423992,1.477330
0.391292,0.065825,-0.179678,2.426178
0.516517,0.063836,-0.648913,2.200691
0.445629,0.015525,-0.513217,2.791086
0.374877,0.021423,-0.177448,1.530368
0.477193,0.032235,-0.687461,1.603316
0.462999,0.089476,-0.218226,2.447849
0.407811,0.064294,-0.103905,1.023339
0.474777,0.060376,-0.721144,1.412610
0.371145,0.069693,-0.338782,2.363417
0.527335,0.022547,-0.968029,2.539568
0.445650,0.081462,-0.153596,2.540909
0.575769,0.040277,-0.556274,2.027945
0.356645,0.020196,-0.241792,2.299812
0.349576,0.085524,-0.642256,1.913411
0.460185,0.070635,-0.721500,2.794525
0.389955,0.027648,-0.639778,2.587681
0.587682,0.026470,-0.984867,1.185183
0.421183,0.027051,-0.852305,1.629984
0.408127,0.060809,-0.136518,1.050046
0.522323,0.013606,-0.435919,1.324899
0.329006,0.009753,-0.566242,2.038927
0.452139,0.072409,-0.336104,1.385966
0.562319,0.090676,-0.579429,1.599033
0.412473,0.008847,-0.523972,2.954643
0.338874,0.063271,-0.402296,1.441274
0.420163,0.026713,-0.545968,1.949815
0.445406,0.016218,-0.381967,1.409567
0.422891,0.005835,-0.541866,1.885578
0.548179,0.097551,-0.889643,2.621596
0.575015,0.043323,-0.795955,1.609450
0.522284,0.073942,-0.553788,1.466343
0.510026,0.015273,-0.040480,2.696484
0.531619,0.033971,-0.131827,2.877044
0.374066,0.043257,-0.115898,2.546432
0.419046,0.090315,-0.421320,2.345328
0.480923,0.049411,-0.486643,1.995267
0.398780,0.093456,-0.442039,2.404188
0.542973,0.029037,-0.738497,2.330057
0.447733,0.013720,-0.354851,2.638245
0.594527,0.099620,-0.921648,2.399476
0.462543,0.012945,-0.849533,2.723278
0.420994,0.041396,-0.634833,2.516069
0.576375,0.065503,-0.224527,1.424241
0.446183,0.066084,-0.665140,2.558927
0.489949,0.051502,-0.482893,2.792137
0.419109,0.064687,-0.980563,1.350462
0.315269,0.009530,-0.278396,2.330903
0.596532,0.018678,-0.401681,1.579015
0.507414,0.046656,-0.694471,2.898510
0.410099,0.019879,-0.247792,1.769089
0.479609,0.093599,-0.739611,1.683137
0.306319,0.092617,-0.481424,2.403715
0.595789,0.066289,-0.063544,1.059369
0.455189,0.089511,-0.350649,2.719077
0.352441,0.088473,-0.229471,2.033740
0.433327,0.060744,-0.389342,2.550980
0.405711,0.042764,-0.697744,2.343067
0.421690,0.099948,-0.294722,1.608022
0.332166,0.008700,-0.141455,2.222139
0.419437,0.031419,-0.352819,2.601273
0.350349,0.076074,-0.172310,2.781125
0.402198,0.063427,-0.393626,1.553013
0.479885,0.054324,-0.555514,1.457329
0.407028,0.094933,-0.447812,1.804247
0.543439,0.041933,-0.784959,1.882419
0.510234,0.064102,-0.484138,2.432586
0.419578,0.087798,-0.161878,1.384497
0.589911,0.016344,-0.302698,2.358119
0.584946,0.004064,-0.298098,2.230332
0.445265,0.003962,-0.036700,1.513733
0.392402,0.042526,-0.075052,1.307608
0.571008,0.092878,-0.416386,2.612711
0.468040,0.036195,-0.479865,2.459198
0.404203,0.099302,-0.871905,1.697882
0.518691,0.099904,-0.992805,2.084597
0.460253,0.054000,-0.811012,2.559721
0.462479,0.003872,-0.182529,2.322827
0.426226,0.078214,-0.396136,1.742728
0.556895,0.066022,-0.893702,2.047172
0.396270,0.089282,-0.491756,1.293134
0.444493,0.078052,-0.245123,1.199504
0.569831,0.058219,-0.364870,1.331304
0.485496,0.026312,-0.088127,1.774020
0.440279,0.026459,-0.662458,1.849310
0.559002,0.081017,-0.246963,1.089104
0.448643,0.067188,-0.856857,1.770518
0.380497,0.023320,-0.654055,2.705627
0.471546,0.084339,-0.468476,1.153162
0.574316,0.068040,-0.497155,1.355665
0.527802,0.006644,-0.957629,1.376246
0.390054,0.069299,-0.118971,2.188212
0.382622,0.043655,-0.122548,1.580143
0.574439,0.008561,-0.116251,2.540515
0.409029,0.055486,-0.288564,1.232762
0.454328,0.093728,-0.151146,1.977717
0.484635,0.025298,-0.510141,1.689091
0.539765,0.004711,-0.970579,1.257001
0.571783,0.001455,-0.153651,2.355620
0.399569,0.034505,-0.660872,2.641073
0.457923,0.059643,-0.775773,2.923338
0.521561,0.089422,-0.401867,1.750809
0.435034,0.049957,-0.056502,1.367042
0.464502,0.042556,-0.113608,1.565644
0.301925,0.028231,-0.195314,1.145697
0.397366,0.055530,-0.496230,1.892759
0.539112,0.066509,-0.368580,1.443456
0.386047,0.048885,-0.808976,1.482142
0.380555,0.074128,-0.201896,2.874972
0.338954,0.079015,-0.266758,1.069645
0.476557,0.014782,-0.275623,2.703873
0.343209,0.005162,-0.247191,2.577708
0.361300,0.027966,-0.154871,1.659242
0.551204,0.069174,-0.312851,1.010855
0.591374,0.022292,-0.227692,2.427470
0.486929,0.069318,-0.738030,2.817284
0.547094,0.077324,-0.976786,1.269945
0.379866,0.022013,-0.457489,2.624809
0.349917,0.054450,-0.287067,1.856797
0.405149,0.088532,-0.957172,1.013968
0.546566,0.056777,-0.391814,2.234149
0.333397,0.073711,-0.089750,2.046613
0.529408,0.024570,-0.649319,2.147192
0.486320,0.004913,-0.686545,1.518087
0.319632,0.043531,-0.142487,1.760780
0.498838,0.071811,-0.466208,2.565630
0.342999,0.075303,-0.289729,1.516338
0.340186,0.089733,-0.015873,2.599538
0.368862,0.048364,-0.147751,1.288141
0.364628,0.047749,-0.076524,2.275934
0.542892,0.051793,-0.842203,1.925399
0.401814,0.054282,-0.178807,2.914062
0.508538,0.065137,-0.351028,2.923636
0.591360,0.006268,-0.746759,2.692748
0.304407,0.097600,-0.129420,1.886631
0.586805,0.089215,-0.674772,1.192100
0.482219,0.058360,-0.200077,2.852445
0.329466,0.002418,-0.949254,2.930882
0.564001,0.025317,-0.452867,1.575390
0.523955,0.094538,-0.726516,2.793887
0.510063,0.010893,-0.499916,1.426549
0.408826,0.010436,-0.129934,2.630656
0.535786,0.050252,-0.278585,2.643848
0.475590,0.041608,-0.618410,1.904858
0.402246,0.050342,-0.619500,1.302935
0.324120,0.020551,-0.305645,2.700012
0.523191,0.098407,-0.782480,1.661309
0.302971,0.065406,-0.879924,1.803989
0.521107,0.033455,-0.510300,2.535309
0.414334,0.064378,-0.278173,2.259359
0.517215,0.096171,-0.292973,1.003036
0.530473,0.038554,-0.123012,2.800547
0.400622,0.075814,-0.029074,2.994045
0.347390,0.065537,-0.469256,1.930345
0.341406,0.029407,-0.441612,2.760040
0.497839,0.018293,-0.976578,1.986216
0.412070,0.074242,-0.851683,1.547111
0.492588,0.041090,-0.784055,2.135181
0.461394,0.095881,-0.978539,1.472875
0.425759,0.028257,-0.102506,2.661379
0.546845,0.029278,-0.820859,1.193785
0.523484,0.021226,-0.389507,2.284219
0.508013,0.005431,-0.172136,1.184168
0.387298,0.058310,-0.668664,2.184048
0.483641,0.093375,-0.193403,2.789804
0.466725,0.093521,-0.742977,1.032588
0.561407,0.078354,-0.258267,1.711331
0.383129,0.072152,-0.862078,1.431357
0.572758,0.034363,-0.846131,2.057792
0.430534,0.037237,-0.594895,1.933800
0.597507,0.060016,-0.301171,1.403875
0.547249,0.009178,-0.990733,1.870245
0.366114,0.010997,-0.807773,1.442289
0.435249,0.076812,-0.975048,1.046783
0.466154,0.013318,-0.534251,1.722607
0.317821,0.031973,-0.518915,2.973252
0.588866,0.072255,-0.204467,2.198033
0.319454,0.080974,-0.329285,2.086805
0.450170,0.094711,-0.286153,2.179213
0.423944,0.072909,-0.539426,1.472735
0.442699,0.047878,-0.584962,2.682476
0.493472,0.067776,-0.344806,2.335443
0.344181,0.001179,-0.816399,1.777550
0.549890,0.090782,-0.378701,2.761176
0.304662,0.049200,-0.687850,2.916909
0.578318,0.093716,-0.703596,2.549984
0.428789,0.046827,-0.709179,2.696116
0.388716,0.042483,-0.404741,2.277542
0.495833,0.067657,-0.890136,1.644141
0.550623,0.031668,-0.810880,1.818189
0.419387,0.075946,-0.299584,1.771889
0.332835,0.025373,-0.707957,1.677323
0.374160,0.065670,-0.479825,2.327208
0.548462,0.023552,-0.406174,1.362399
0.594443,0.026565,-0.896931,2.783710
0.360741,0.036692,-0.367703,1.908175
0.513501,0.069414,-0.397282,1.695190
0.472004,0.031236,-0.942162,1.646321
0.441534,0.024744,-0.772548,2.288964
0.374325,0.062138,-0.466807,1.582278
0.483880,0.086072,-0.366127,1.501909
0.358854,0.097302,-0.621055,1.710362
0.428310,0.079746,-0.381660,2.402187
0.368246,0.043164,-0.212306,1.364079
0.387506,0.031639,-0.245971,2.671732
0.511983,0.033843,-0.616127,1.471897
0.427831,0.021842,-0.437011,1.970232
0.312810,0.095046,-0.039227,2.345763
0.411330,0.045479,-0.393247,2.689664
0.521169,0.004121,-0.014865,1.008707
0.472146,0.021983,-0.244567,1.196522
0.387990,0.049167,-0.732898,1.087239
0.331005,0.036134,-0.339668,1.556435
0.423256,0.009978,-0.398074,1.673453
0.499629,0.060801,-0.411928,1.346162
0.366664,0.087603,-0.259419,1.562652
0.376340,0.037163,-0.812882,2.780957
0.417901,0.046269,-0.868838,1.589554
0.596025,0.020877,-0.011044,1.535330
0.512093,0.037760,-0.876571,2.829141
0.305932,0.053893,-0.508004,1.591942
0.400709,0.041232,-0.763461,2.250576
0.559421,0.039764,-0.382705,1.584993
0.459966,0.025354,-0.477455,1.314124
0.373580,0.055707,-0.556945,1.471786
0.394369,0.006530,-0.415286,2.096248
0.437192,0.098769,-0.436394,1.127389
0.446752,0.026383,-0.115569,1.351101
0.484312,0.052215,-0.786506,2.931204
0.514693,0.090527,-0.201008,2.009560
0.360819,0.084062,-0.776330,1.842546
0.396766,0.063087,-0.945767,1.141797
0.339026,0.089650,-0.330552,2.924276
0.311565,0.090167,-0.944585,2.615160
0.581904,0.057515,-0.490392,2.086532
0.396527,0.074280,-0.829264,2.728502
0.575201,0.058426,-0.364969,2.062623
0.553354,0.096305,-0.393024,2.987188
0.386914,0.017507,-0.724822,1.447399
0.465087,0.093536,-0.609203,1.256968
0.579582,0.055399,-0.594890,1.913603
0.535326,0.080806,-0.854950,2.249251
0.341685,0.002901,-0.958057,2.346302
0.332551,0.037267,-0.217600,1.820591
0.421505,0.099025,-0.136804,2.419582
0.587199,0.056347,-0.244922,2.891392
0.304245,0.008635,-0.580452,1.706275
0.472347,0.059194,-0.829695,1.966684
0.523058,0.039274,-0.706577,2.548518
0.468684,0.022851,-0.560580,2.565834
0.449320,0.089189,-0.672300,2.077392
0.326731,0.030688,-0.422665,2.166337
0.481938,0.086083,-0.188820,1.464023
0.384018,0.066045,-0.892731,2.549702
0.348518,0.094468,-0.175596,1.855369
0.328455,0.031653,-0.014992,1.005296
0.462327,0.053707,-0.959352,2.225437
0.329575,0.094855,-0.932457,1.470763
0.567600,0.003654,-0.614447,1.275950
0.312660,0.031383,-0.892187,1.369608
0.426159,0.090955,-0.769616,2.499460
0.588129,0.068484,-0.906439,2.573763
0.484687,0.011272,-0.939959,2.821350
0.381838,0.030199,-0.842355,2.325682
0.433137,0.098125,-0.297049,2.300461
0.429500,0.094686,-0.699528,1.488572
0.489777,0.025752,-0.721621,2.693460
0.504132,0.026409,-0.725868,1.567363
0.561208,0.003573,-0.749511,1.289802
0.349718,0.055708,-0.900695,2.393126
0.323340,0.077097,-0.434125,1.438717
0.357837,0.096904,-0.393110,2.879777
0.586294,0.058660,-0.369826,2.518146
0.403672,0.075348,-0.972741,2.607874
0.525071,0.081048,-0.222585,2.243855
0.314529,0.081436,-0.230370,2.755532
0.539486,0.079661,-0.957419,2.367743
0.376434,0.094511,-0.173266,2.862924
0.585971,0.093242,-0.717534,1.335380
0.339946,0.022910,-0.550361,1.870978
0.522683,0.077089,-0.885025,2.260874
0.502740,0.029328,-0.249430,1.025861
0.401174,0.060343,-0.627554,2.797171
0.473145,0.044437,-0.274097,2.707954
0.357327,0.094121,-0.582087,1.994068
0.388456,0.057850,-0.586612,2.538564
0.421958,0.031761,-0.934719,1.260422
0.475879,0.022773,-0.610198,1.712210
0.549478,0.092436,-0.439616,1.429681
0.438262,0.001715,-0.966669,2.306226
0.585440,0.050750,-0.198671,2.035580
0.301977,0.049107,-0.541546,2.135925
0.368201,0.080214,-0.847194,2.771693
0.350585,0.016638,-0.432494,1.555682
0.543161,0.096941,-0.597773,1.624073
0.599966,0.045148,-0.699785,1.330545
0.363473,0.054531,-0.669311,2.598332
0.526759,0.096647,-0.023754,2.142852
0.317170,0.051237,-0.680046,1.827202
0.344256,0.083178,-0.876546,2.714091
0.440488,0.076090,-0.545368,1.765587
0.541218,0.093614,-0.545250,2.212931
0.511676,0.095816,-0.360188,2.398147
0.354223,0.068798,-0.428550,1.927232
0.435924,0.033978,-0.642774,2.554141
0.570154,0.010800,-0.983989,1.296891
0.540498,0.092327,-0.060178,1.098908
0.352662,0.029762,-0.825811,1.794582
0.563127,0.056011,-0.668595,2.665612
0.442724,0.007754,-0.848618,2.182648
0.400748,0.034270,-0.228199,1.931560
0.447095,0.065466,-0.386655,2.545006
0.307835,0.003088,-0.040236,1.037232
0.573667,0.035125,-0.578619,2.372482
0.382250,0.014242,-0.419622,1.099006
0.383694,0.087701,-0.160535,1.016108
0.302634,0.033734,-0.284438,2.497178
0.365462,0.074325,-0.288325,2.205891
0.405828,0.001812,-0.551105,2.477680
0.470562,0.060438,-0.621982,1.535941
0.441275,0.016280,-0.180245,2.173211
0.591598,0.017698,-0.620618,2.116408
0.435991,0.058199,-0.165895,1.914577
0.536584,0.013624,-0.844373,2.334351
0.520274,0.089259,-0.895916,1.106595
0.352338,0.062967,-0.614055,2.141670
0.313262,0.048866,-0.728471,2.942781
0.467391,0.085328,-0.249621,1.671856
0.421609,0.040660,-0.660227,2.154417
0.526653,0.085961,-0.991902,2.594070
0.403228,0.049519,-0.937386,1.852364
0.479707,0.071373,-0.585016,2.332887
0.334994,0.060551,-0.281781,2.768974
0.592805,0.070239,-0.219347,2.110894
0.379059,0.068814,-0.774337,2.741587
0.545976,0.035430,-0.134245,2.458778
0.413045,0.040744,-0.644690,1.782356
0.311721,0.091148,-0.223503,1.777230
0.579998,0.039793,-0.027311,2.759448
0.409518,0.083353,-0.480197,2.448083
0.536199,0.034304,-0.113694,2.117840
0.336273,0.031030,-0.632102,2.672141
0.435097,0.060951,-0.694808,2.457624
0.523137,0.081150,-0.979415,1.396537
0.308105,0.060690,-0.385462,2.197003
0.583175,0.012171,-0.367973,1.161884
0.387742,0.016102,-0.457199,1.063360
0.346860,0.065553,-0.204737,2.106493
0.342736,0.066610,-0.265645,1.553616
0.403263,0.010666,-0.657095,1.821365
0.454854,0.085512,-0.461628,2.076754
0.364657,0.046788,-0.166825,2.895294
0.511638,0.059779,-0.341456,1.717401
0.453837,0.020472,-0.744156,2.582510
0.391061,0.078983,-0.363760,2.939558
0.405083,0.042045,-0.345260,2.856580
0.354505,0.085370,-0.715476,1.350875
0.388676,0.069046,-0.450192,1.254544
0.461564,0.040591,-0.167115,1.539266
0.519960,0.043851,-0.590383,2.579121
0.553286,0.037612,-0.748764,1.967205
0.336685,0.046195,-0.230384,1.111830
0.445441,0.071109,-0.070913,1.150525
0.349811,0.014478,-0.650430,1.579416
0.463883,0.028305,-0.569223,2.346506
0.451301,0.051337,-0.059871,2.164996
0.492675,0.042947,-0.419203,1.008246
0.461173,0.097531,-0.363572,2.797660
0.382512,0.083298,-0.606817,2.773143
0.301571,0.099218,-0.301996,1.860859
0.540184,0.035515,-0.045715,1.469636
0.398156,0.080376,-0.784255,2.036031
0.342436,0.015086,-0.387927,1.902326
0.559635,0.054592,-0.362473,2.811513
0.371788,0.027944,-0.533677,2.608870
0.349491,0.034723,-0.011610,1.744037
0.572530,0.058060,-0.727678,1.691128
0.587336,0.030580,-0.175434,1.875477
0.472640,0.007700,-0.103161,2.932238
