theta_sat,theta_res,vGn_alpha,vGn_n 
0.554707,0.006560,-0.771681,1.016610
0.584009,0.093328,-0.891214,2.668899
0.557939,0.098661,-0.014827,1.487410
0.589911,0.050737,-0.805322,2.845600
0.325768,0.045624,-0.558167,1.211531
0.566303,0.014600,-0.965454,1.738048
0.577570,0.007049,-0.276284,1.799677
0.489811,0.011591,-0.365137,1.037829
0.377725,0.011175,-0.986773,2.800875
0.339541,0.039023,-0.284292,1.669825
0.441912,0.048655,-0.481089,2.985056
0.305734,0.029955,-0.361621,1.602612
0.535018,0.099207,-0.254589,2.475855
0.485392,0.059071,-0.087412,2.891719
0.553138,0.097687,-0.854739,2.181297
0.550235,0.031926,-0.196511,2.416227
0.505916,0.017953,-0.411345,1.701520
0.492735,0.009652,-0.122560,2.909064
0.515121,0.098047,-0.612148,1.175647
0.507193,0.074698,-0.447859,1.936099
0.526534,0.019533,-0.586054,2.046498
0.526121,0.053234,-0.283812,2.923921
0.435602,0.060169,-0.044441,2.621919
0.387729,0.098309,-0.818301,2.431281
0.548549,0.093937,-0.955050,2.034210
0.366804,0.035469,-0.466869,2.193785
0.527072,0.083944,-0.918564,1.119798
0.415839,0.061171,-0.616184,1.297285
0.325703,0.008346,-0.125715,1.867783
0.440499,0.021646,-0.139946,1.260541
0.466445,0.051435,-0.239700,2.716694
0.486701,0.090412,-0.597203,1.476323
0.480571,0.093877,-0.263022,2.179403
0.517655,0.055126,-0.137491,2.308362
0.537438,0.032528,-0.878583,2.896883
0.509669,0.098386,-0.032535,1.009469
0.456272,0.064835,-0.503551,1.412074
0.374774,0.036188,-0.247984,1.493892
0.507852,0.077108,-0.392778,1.499291
0.535445,0.080792,-0.060834,2.233917
0.449485,0.071940,-0.808973,1.575380
0.530582,0.098668,-0.394391,1.637471
0.563986,0.036123,-0.419776,1.871244
0.599106,0.059763,-0.046149,2.000504
0.533663,0.027359,-0.462648,2.448831
0.437322,0.056902,-0.466381,2.720986
0.366315,0.053517,-0.792523,1.307049
0.487130,0.004439,-0.124480,2.953918
0.313523,0.084580,-0.437108,2.143395
0.357396,0.017207,-0.210352,1.746362
0.431279,0.096146,-0.988688,2.062261
0.525537,0.026982,-0.170938,1.950086
0.312874,0.085455,-0.427898,2.384972
0.562324,0.046805,-0.607239,2.021752
0.551944,0.004184,-0.475763,2.858519
0.490871,0.094297,-0.075790,2.093928
0.322967,0.013924,-0.644197,1.415534
0.395756,0.093115,-0.039741,2.058170
0.393863,0.045279,-0.130720,1.762612
0.440597,0.045559,-0.637204,2.125626
0.452310,0.046091,-0.936301,2.793542
0.404412,0.021240,-0.594716,2.797297
0.478628,0.042440,-0.819331,2.478523
0.536554,0.090004,-0.959638,2.164605
0.579785,0.090274,-0.835581,1.994982
0.420708,0.016619,-0.726180,2.077963
0.367989,0.065049,-0.133835,1.494848
0.344842,0.066627,-0.947191,2.747434
0.491616,0.008927,-0.075871,1.285345
0.561526,0.053760,-0.938766,1.373076
0.510376,0.004658,-0.475832,2.827883
0.326757,0.056650,-0.847178,2.563432
0.411406,0.057158,-0.644318,1.933585
0.331919,0.048353,-0.651501,1.425928
0.386812,0.090103,-0.434401,2.143422
0.535066,0.042317,-0.807998,2.683441
0.382927,0.064591,-0.471725,2.730253
0.478172,0.057770,-0.588580,1.385693
0.303687,0.054298,-0.858929,1.321114
0.319854,0.059102,-0.131459,1.415064
0.508871,0.001648,-0.121448,2.419452
0.384971,0.085063,-0.103346,1.327726
0.490945,0.035874,-0.656346,1.659755
0.584324,0.033185,-0.712975,2.222454
0.461257,0.055140,-0.102370,1.391760
0.355721,0.017032,-0.965288,1.926153
0.452349,0.092453,-0.078226,2.043706
0.402201,0.070741,-0.259145,2.806578
0.456163,0.085467,-0.828359,2.787651
0.350447,0.060448,-0.279033,1.546911
0.536765,0.091248,-0.420983,2.341006
0.524323,0.076335,-0.876560,2.444995
0.440735,0.071498,-0.705487,2.207490
0.498771,0.055116,-0.567156,1.331397
0.408879,0.075168,-0.297189,1.927733
0.434083,0.004286,-0.096255,1.630944
0.539984,0.068693,-0.107516,2.003956
0.551156,0.097674,-0.083235,2.883376
0.483200,0.002932,-0.430042,1.520387
0.366772,0.053157,-0.413594,1.618937
0.408853,0.005569,-0.124762,2.151747
0.323136,0.064277,-0.365724,2.653088
0.461388,0.052168,-0.845261,1.977974
0.327465,0.070494,-0.209012,1.955161
0.435080,0.051416,-0.731301,1.677820
0.483961,0.023159,-0.568474,2.010850
0.561812,0.057899,-0.590455,1.480300
0.582581,0.078966,-0.781361,2.142755
0.519333,0.011287,-0.441689,1.526437
0.430092,0.098252,-0.553412,1.648481
0.546326,0.058064,-0.890314,1.350844
0.547046,0.042588,-0.045350,2.182623
0.389660,0.006881,-0.363165,1.633960
0.565482,0.091920,-0.746085,2.424990
0.493780,0.054230,-0.198579,1.303885
0.390046,0.079565,-0.574387,2.144006
0.584604,0.092445,-0.270304,1.024394
0.413704,0.039972,-0.024609,1.817596
0.521930,0.088988,-0.294259,1.406966
0.540678,0.047688,-0.718153,2.862315
0.494273,0.002514,-0.643113,1.933006
0.484777,0.069283,-0.698153,1.972683
0.450498,0.083959,-0.052011,2.838196
0.374149,0.061708,-0.205397,2.820592
0.445271,0.052190,-0.029122,2.610407
0.465075,0.006232,-0.305366,1.308787
0.596295,0.053790,-0.723204,1.857550
0.382914,0.077782,-0.680212,2.829598
0.458174,0.028223,-0.060888,2.196957
0.555419,0.050684,-0.085250,1.379207
0.545746,0.010844,-0.529620,1.082958
0.471000,0.015878,-0.292404,1.759322
0.312830,0.013409,-0.785237,1.750728
0.366456,0.093042,-0.169986,2.566346
0.394290,0.068445,-0.308470,2.178785
0.347738,0.054343,-0.340657,1.305148
0.469452,0.016358,-0.253392,1.364523
0.568725,0.034082,-0.801934,1.253185
0.481859,0.090703,-0.676686,1.498266
0.353433,0.007554,-0.573894,1.335706
0.376713,0.084237,-0.570295,2.873118
0.499837,0.092745,-0.207405,2.635051
0.333752,0.091638,-0.848232,1.978118
0.309679,0.098929,-0.136446,2.997795
0.409603,0.021756,-0.089063,1.472140
0.474329,0.016291,-0.270079,2.290684
0.391715,0.058322,-0.584434,2.903302
0.584372,0.028061,-0.687397,2.520089
0.390590,0.023154,-0.467096,1.922492
0.409165,0.005348,-0.690319,1.584333
0.523838,0.031249,-0.675226,2.205715
0.365516,0.003991,-0.091716,2.331506
0.300156,0.056033,-0.057502,2.109691
0.360293,0.001635,-0.898251,1.721512
0.462432,0.071699,-0.173507,1.022979
0.528329,0.001202,-0.529178,1.283398
0.337870,0.006186,-0.027653,2.177328
0.589796,0.031349,-0.140487,2.233290
0.398544,0.063485,-0.439096,2.259453
0.316056,0.006585,-0.808869,1.487958
0.546653,0.081982,-0.036227,1.086608
0.530613,0.035612,-0.629823,1.291391
0.481097,0.076200,-0.574455,2.156507
0.520048,0.005268,-0.465985,1.409242
0.482293,0.092190,-0.206488,2.300594
0.446977,0.085279,-0.750632,2.447364
0.556639,0.036154,-0.176115,1.026722
0.359867,0.036830,-0.236142,2.727796
0.412281,0.006339,-0.283473,1.518462
0.429606,0.084254,-0.839924,2.617602
0.321685,0.058019,-0.561808,1.436622
0.546977,0.094225,-0.233634,1.775726
0.380074,0.074832,-0.312390,1.286606
0.440820,0.057822,-0.990775,1.116388
0.575735,0.099245,-0.169552,2.152752
0.526234,0.094136,-0.358826,2.863424
0.415224,0.077858,-0.017961,2.570072
0.344699,0.025737,-0.194809,2.117939
0.508381,0.024634,-0.370356,2.344949
0.332748,0.057523,-0.973735,2.362799
0.454531,0.087544,-0.679250,1.798117
0.441631,0.001617,-0.825325,1.818053
0.456468,0.014959,-0.327353,2.580450
0.427653,0.072106,-0.855259,2.855638
0.530673,0.053027,-0.648942,2.974940
0.348850,0.056104,-0.039991,1.623677
0.435106,0.037329,-0.865622,1.544452
0.357857,0.079501,-0.015659,1.384003
0.480212,0.009384,-0.516435,1.879511
0.419017,0.007908,-0.727554,2.824111
0.567839,0.071207,-0.791352,2.112974
0.520993,0.081898,-0.028362,2.317039
0.434640,0.007792,-0.651712,2.349039
0.540417,0.068380,-0.147766,1.030653
0.535621,0.045176,-0.706490,2.139174
0.354605,0.070555,-0.827352,2.244803
0.431152,0.040212,-0.105861,1.564886
0.323299,0.081252,-0.994504,1.491743
0.416202,0.057537,-0.188163,1.428917
0.463899,0.080496,-0.390398,2.533666
0.477115,0.048284,-0.288720,2.373870
0.503361,0.078379,-0.495820,2.404106
0.357135,0.051166,-0.441801,1.996609
0.407519,0.005853,-0.693720,1.522939
0.597763,0.020202,-0.937869,1.544084
0.413085,0.020082,-0.793220,1.814776
0.561664,0.013208,-0.562101,1.136449
0.397949,0.056951,-0.663528,1.750260
0.441664,0.086509,-0.102026,2.973128
0.573493,0.062180,-0.963398,1.385876
0.543615,0.010449,-0.533243,2.702933
0.569442,0.085981,-0.154742,2.265663
0.451960,0.053142,-0.177978,1.594682
0.567623,0.047229,-0.750173,1.591619
0.407534,0.002165,-0.261612,1.101901
0.423276,0.080651,-0.547985,2.354447
0.412646,0.030331,-0.767352,1.685856
0.308033,0.043303,-0.678452,2.540585
0.433405,0.096323,-0.160373,1.556010
0.319299,0.039266,-0.479972,2.624074
0.314830,0.049887,-0.871163,2.681422
0.594641,0.088272,-0.898824,1.398810
0.300327,0.032433,-0.993310,2.907714
0.415915,0.023169,-0.794164,1.223672
0.463752,0.034257,-0.373618,1.062551
0.546788,0.041982,-0.059277,2.653742
0.531278,0.010402,-0.649189,1.080594
0.301783,0.015692,-0.984293,1.934315
0.358988,0.087917,-0.693449,2.072413
0.301648,0.084500,-0.319241,1.360174
0.306308,0.074062,-0.733254,2.469760
0.384656,0.086644,-0.964918,2.178051
0.532508,0.065825,-0.267940,1.596280
0.460748,0.063836,-0.286902,2.688892
0.558786,0.015525,-0.236926,2.855057
0.487764,0.021423,-0.657522,1.016146
0.397191,0.032235,-0.622023,2.816694
0.450194,0.089476,-0.960383,2.347618
0.353578,0.064294,-0.806807,2.076273
0.492647,0.060376,-0.199976,1.011275
0.493078,0.069693,-0.409391,1.479161
0.556258,0.022547,-0.296715,1.800918
0.320911,0.081462,-0.541316,1.664332
0.522367,0.040277,-0.867667,1.264098
0.366828,0.020196,-0.495215,1.742298
0.371428,0.085524,-0.767784,2.113895
0.346406,0.070635,-0.654241,1.327357
0.573794,0.027648,-0.754217,2.156285
0.586861,0.026470,-0.683993,2.841660
0.518180,0.027051,-0.322847,2.557259
0.427426,0.060809,-0.617099,1.463635
0.469329,0.013606,-0.719648,1.445741
0.471750,0.009753,-0.732835,2.995592
0.377347,0.072409,-0.472467,1.969330
0.448139,0.090676,-0.470915,2.983774
0.543370,0.008847,-0.735473,1.018926
0.574262,0.063271,-0.178579,1.596123
0.345389,0.026713,-0.416253,1.692966
0.402127,0.016218,-0.058413,2.006841
0.318616,0.005835,-0.128106,1.794986
0.457678,0.097551,-0.220922,1.180096
0.311090,0.043323,-0.867212,1.219024
0.313720,0.073942,-0.507737,2.122493
0.431840,0.015273,-0.417838,1.501327
0.311962,0.033971,-0.767519,1.540764
0.489700,0.043257,-0.724810,1.984336
0.320391,0.090315,-0.932107,2.929158
0.473209,0.049411,-0.849295,2.740998
0.570079,0.093456,-0.094662,1.642522
0.463589,0.029037,-0.314356,2.103099
0.407570,0.013720,-0.879214,2.897773
0.314347,0.099620,-0.715323,1.249331
0.361192,0.012945,-0.124056,1.338717
0.512975,0.041396,-0.037275,2.292063
0.481401,0.065503,-0.014872,1.249925
0.574386,0.066084,-0.992414,2.735169
0.367524,0.051502,-0.327808,1.833725
0.511641,0.064687,-0.209647,2.127103
0.457988,0.009530,-0.879457,1.589158
0.546216,0.018678,-0.668728,1.840316
0.322800,0.046656,-0.459403,1.212408
0.582860,0.019879,-0.515758,2.775733
0.315510,0.093599,-0.534750,1.501610
0.583518,0.092617,-0.924238,1.325262
0.509206,0.066289,-0.957926,1.132649
0.560277,0.089511,-0.242879,2.354963
0.521903,0.088473,-0.097788,2.638409
0.383241,0.060744,-0.747927,2.376110
0.525999,0.042764,-0.563060,1.127534
0.410015,0.099948,-0.255987,1.458143
0.598635,0.008700,-0.270957,2.255200
0.497304,0.031419,-0.432229,2.808273
0.457754,0.076074,-0.538846,1.154012
0.572207,0.063427,-0.277113,2.623046
0.568615,0.054324,-0.895934,1.307738
0.598778,0.094933,-0.028065,1.756290
0.581494,0.041933,-0.899646,2.123981
0.403861,0.064102,-0.658406,2.643156
0.354414,0.087798,-0.208939,1.416521
0.576871,0.016344,-0.427397,2.227198
0.447338,0.004064,-0.799549,1.177599
0.396483,0.003962,-0.176293,2.736083
0.314884,0.042526,-0.411837,1.655294
0.361219,0.092878,-0.424133,2.438317
0.373809,0.036195,-0.856156,1.098937
0.485942,0.099302,-0.949706,1.607866
0.539316,0.099904,-0.773206,2.360257
0.404444,0.054000,-0.114093,1.469000
0.436887,0.003872,-0.812852,1.713950
0.578863,0.078214,-0.433349,1.276415
0.319543,0.066022,-0.339612,1.234657
0.435634,0.089282,-0.599691,2.660614
0.473404,0.078052,-0.333889,2.576617
0.338250,0.058219,-0.197478,2.993013
0.450706,0.026312,-0.241948,2.270938
0.490453,0.026459,-0.968587,2.969102
0.357503,0.081017,-0.199711,1.762502
0.510529,0.067188,-0.476167,2.010031
0.478385,0.023320,-0.861928,1.450302
0.330703,0.084339,-0.268703,1.703299
0.429102,0.068040,-0.443155,2.292942
0.457230,0.006644,-0.990655,2.422272
0.498179,0.069299,-0.976067,2.780852
0.471985,0.043655,-0.031763,2.085220
0.390973,0.008561,-0.169834,2.505811
0.554971,0.055486,-0.583227,2.017795
0.506016,0.093728,-0.360684,1.973268
0.324293,0.025298,-0.112522,1.875676
0.380191,0.004711,-0.424621,2.287240
0.534792,0.001455,-0.669897,1.808824
0.586549,0.034505,-0.159412,1.572766
0.340627,0.059643,-0.216221,1.565820
0.468626,0.089422,-0.082246,2.385026
0.402316,0.049957,-0.244954,2.075565
0.359076,0.042556,-0.147639,2.177929
0.329244,0.028231,-0.749307,1.173150
0.350992,0.055530,-0.389269,2.802093
0.375911,0.066509,-0.784755,1.328645
0.428471,0.048885,-0.496276,2.669289
0.549537,0.074128,-0.269290,2.045098
0.429769,0.079015,-0.109706,2.880744
0.329113,0.014782,-0.692422,2.104912
0.505575,0.005162,-0.993985,1.843192
0.494012,0.027966,-0.976780,1.654687
0.534404,0.069174,-0.700318,2.396350
0.309514,0.022292,-0.634441,1.537006
0.475175,0.069318,-0.128947,2.348711
0.484043,0.077324,-0.318163,1.255222
0.326937,0.022013,-0.891565,2.563791
0.326011,0.054450,-0.024244,2.805681
0.574205,0.088532,-0.946155,2.794434
0.582611,0.056777,-0.066221,1.988603
0.536309,0.073711,-0.372505,1.889862
0.403975,0.024570,-0.890577,2.750849
0.309394,0.004913,-0.341247,1.573856
0.520209,0.043531,-0.589996,2.055955
0.310533,0.071811,-0.047527,2.561504
0.374495,0.075303,-0.915020,1.401542
0.481641,0.089733,-0.051657,1.886872
0.509357,0.048364,-0.216409,1.563840
0.491216,0.047749,-0.406410,2.619018
0.372830,0.051793,-0.359699,1.232449
0.550535,0.054282,-0.035218,1.989103
0.468747,0.065137,-0.596635,2.177488
0.427151,0.006268,-0.854911,1.227530
0.450591,0.097600,-0.966512,2.436388
0.330974,0.089215,-0.310175,1.532626
0.341546,0.058360,-0.492133,1.318868
0.447885,0.002418,-0.315380,2.020378
0.583220,0.025317,-0.670549,1.793862
0.361675,0.094538,-0.790697,2.171689
0.303868,0.010893,-0.620073,2.796336
0.415789,0.010436,-0.012688,1.070605
0.558584,0.050252,-0.451503,1.566071
0.319926,0.041608,-0.124644,1.549969
0.528944,0.050342,-0.377236,1.701277
0.381961,0.020551,-0.674758,1.235756
0.436600,0.098407,-0.897740,1.489462
0.592915,0.065406,-0.071922,2.637829
0.526367,0.033455,-0.175826,2.639570
0.425544,0.064378,-0.482615,2.344612
0.332554,0.096171,-0.199543,2.109977
0.448644,0.038554,-0.581797,1.999542
0.336327,0.075814,-0.669636,1.758362
0.587774,0.065537,-0.309294,2.052457
0.338375,0.029407,-0.676794,2.184341
0.439780,0.018293,-0.358447,2.355302
0.400920,0.074242,-0.112294,2.034010
0.353512,0.041090,-0.488973,1.677521
0.544831,0.095881,-0.139533,1.745964
0.343393,0.028257,-0.796215,1.024492
0.483559,0.029278,-0.154045,1.718732
0.485722,0.021226,-0.828057,1.951787
0.439389,0.005431,-0.038525,1.557774
0.426022,0.058310,-0.628675,1.465720
0.324734,0.093375,-0.090556,1.475811
0.373880,0.093521,-0.457420,1.531811
0.404353,0.078354,-0.426643,1.704403
0.447308,0.072152,-0.980243,1.283040
0.577430,0.034363,-0.351296,1.691846
0.344142,0.037237,-0.748761,2.566560
0.454252,0.060016,-0.372043,2.055458
0.332099,0.009178,-0.080953,1.449904
0.433279,0.010997,-0.640982,2.588586
0.518046,0.076812,-0.342857,1.402238
0.511790,0.013318,-0.354663,2.779285
0.367551,0.031973,-0.629056,1.001323
0.592796,0.072255,-0.290532,1.132400
0.507172,0.080974,-0.523355,2.029140
0.497545,0.094711,-0.062079,1.570508
0.430997,0.072909,-0.931174,2.064057
0.303019,0.047878,-0.402053,1.091303
0.464418,0.067776,-0.554023,2.056817
0.557769,0.001179,-0.144434,2.685049
0.508621,0.090782,-0.204545,1.334696
0.587505,0.049200,-0.806254,2.395371
0.464473,0.093716,-0.098715,2.367206
0.563799,0.046827,-0.324388,1.839385
0.572713,0.042483,-0.948823,1.005513
0.592109,0.067657,-0.040623,2.948665
0.564669,0.031668,-0.920975,2.653304
0.342619,0.075946,-0.623231,2.109313
0.485543,0.025373,-0.213548,1.744977
0.485799,0.065670,-0.824189,1.368923
0.499086,0.023552,-0.446012,2.854463
0.493145,0.026565,-0.534325,2.072142
0.543167,0.036692,-0.869076,1.332847
0.598426,0.069414,-0.267698,1.673884
0.536607,0.031236,-0.413072,2.693614
0.543989,0.024744,-0.409642,1.912202
0.414677,0.062138,-0.275884,1.444978
0.380408,0.086072,-0.623430,2.648861
0.379491,0.097302,-0.207742,1.058621
0.510237,0.079746,-0.496435,1.644612
0.312303,0.043164,-0.804060,2.483625
0.345565,0.031639,-0.917903,1.756029
0.302395,0.033843,-0.164094,2.471252
0.434180,0.021842,-0.920017,1.754800
0.456986,0.095046,-0.601322,1.866687
0.489373,0.045479,-0.863181,2.706338
0.516202,0.004121,-0.722582,2.915389
0.382460,0.021983,-0.265311,1.546263
0.421442,0.049167,-0.052629,1.478821
0.464899,0.036134,-0.270039,2.226639
0.518971,0.009978,-0.874579,1.025250
0.504378,0.060801,-0.724894,2.968752
0.576650,0.087603,-0.545768,1.918323
0.534090,0.037163,-0.775433,2.307591
0.394380,0.046269,-0.595594,2.160643
0.487736,0.020877,-0.492230,1.172353
0.508139,0.037760,-0.641393,2.816552
0.523808,0.053893,-0.180449,2.342497
0.336276,0.041232,-0.302593,1.490360
0.570552,0.039764,-0.800246,2.360179
0.469286,0.025354,-0.429863,1.950686
0.373588,0.055707,-0.718958,1.857697
0.446728,0.006530,-0.152617,1.632544
0.573729,0.098769,-0.318031,2.562533
0.450940,0.026383,-0.961673,1.916102
0.315725,0.052215,-0.273800,1.404993
0.528594,0.090527,-0.681259,2.637004
0.554742,0.084062,-0.142078,1.694076
0.384875,0.063087,-0.110762,2.140606
0.436776,0.089650,-0.222165,1.386574
0.491864,0.090167,-0.142351,2.415839
0.385000,0.057515,-0.750091,1.271354
0.501351,0.074280,-0.827937,2.786397
0.388921,0.058426,-0.657067,2.432384
0.462839,0.096305,-0.263118,2.308130
0.343987,0.017507,-0.998078,2.396804
0.516604,0.093536,-0.101456,2.158154
0.351960,0.055399,-0.449941,2.496530
0.314553,0.080806,-0.243456,1.549698
0.355963,0.002901,-0.408592,2.538950
0.552323,0.037267,-0.122342,1.685148
0.339813,0.099025,-0.457267,1.792735
0.306774,0.056347,-0.965052,1.615361
0.405516,0.008635,-0.037972,1.619111
0.539436,0.059194,-0.099347,2.841970
0.445973,0.039274,-0.951819,2.462972
0.334498,0.022851,-0.868456,2.284455
0.472421,0.089189,-0.450685,2.770216
0.593035,0.030688,-0.505643,1.241682
0.517507,0.086083,-0.202885,1.204703
0.537992,0.066045,-0.643857,1.477928
0.532396,0.094468,-0.909212,2.580984
0.349022,0.031653,-0.161566,2.745281
0.375651,0.053707,-0.677611,2.722165
0.445434,0.094855,-0.609743,2.680483
0.321999,0.003654,-0.980194,1.959394
0.401262,0.031383,-0.862068,1.109508
0.531725,0.090955,-0.889936,1.236646
0.594177,0.068484,-0.190437,1.124912
0.587148,0.011272,-0.489972,2.262443
0.353078,0.030199,-0.459071,1.129428
0.489868,0.098125,-0.574992,2.803707
0.465245,0.094686,-0.323138,2.174812
0.341516,0.025752,-0.757412,2.638773
0.420456,0.026409,-0.542190,1.267608
0.492906,0.003573,-0.142779,2.945547
0.423527,0.055708,-0.468839,1.852482
0.456697,0.077097,-0.207873,1.009092
0.502028,0.096904,-0.763004,2.420277
0.338110,0.058660,-0.316007,1.118249
0.493592,0.075348,-0.466552,1.063903
0.534517,0.081048,-0.628123,2.598053
0.547942,0.081436,-0.268132,2.904008
0.339309,0.079661,-0.281434,1.165848
0.553407,0.094511,-0.924093,1.077092
0.320904,0.093242,-0.376300,2.858047
0.545612,0.022910,-0.164959,1.066485
0.465328,0.077089,-0.302662,1.361195
0.485214,0.029328,-0.325359,1.481396
0.437733,0.060343,-0.885347,2.137290
0.319724,0.044437,-0.318987,2.844900
0.312583,0.094121,-0.624115,1.131591
0.460291,0.057850,-0.659065,2.258158
0.363521,0.031761,-0.502131,2.416711
0.446594,0.022773,-0.655644,1.437758
0.558395,0.092436,-0.966723,1.524271
0.551763,0.001715,-0.958568,1.432344
0.505930,0.050750,-0.020659,2.720642
0.496620,0.049107,-0.197362,1.049692
0.343418,0.080214,-0.942452,2.857822
0.594972,0.016638,-0.699536,1.136901
0.350517,0.096941,-0.074320,2.784332
0.467575,0.045148,-0.683694,1.620151
0.314471,0.054531,-0.525478,2.313522
0.369701,0.096647,-0.311387,1.740089
0.398121,0.051237,-0.531174,2.483824
0.374322,0.083178,-0.676185,2.158390
0.554335,0.076090,-0.903799,1.082228
0.448227,0.093614,-0.055978,1.128729
0.414935,0.095816,-0.496497,1.631410
0.330934,0.068798,-0.291017,1.664820
0.523619,0.033978,-0.265477,2.972245
0.382256,0.010800,-0.672652,2.566606
0.584164,0.092327,-0.522601,1.992929
0.440767,0.029762,-0.553945,1.942011
0.490633,0.056011,-0.389432,1.326781
0.423087,0.007754,-0.056163,2.616984
0.547272,0.034270,-0.546456,1.237711
0.343633,0.065466,-0.150079,2.535833
0.464809,0.003088,-0.529667,1.986049
0.470651,0.035125,-0.498571,2.088622
0.404920,0.014242,-0.133136,1.974257
0.370846,0.087701,-0.394767,2.971421
0.429052,0.033734,-0.456580,1.574871
0.406733,0.074325,-0.419445,1.204567
0.435218,0.001812,-0.217411,2.414928
0.428838,0.060438,-0.135153,2.638296
0.542492,0.016280,-0.896360,1.306413
0.551583,0.017698,-0.315257,1.749800
0.417897,0.058199,-0.122001,2.207271
0.594839,0.013624,-0.470774,2.602825
0.301438,0.089259,-0.598777,1.002432
0.526728,0.062967,-0.898960,2.600151
0.472597,0.048866,-0.863233,1.427457
0.313329,0.085328,-0.512146,1.180333
0.426811,0.040660,-0.626505,1.053227
0.367309,0.085961,-0.298194,1.737731
0.308725,0.049519,-0.724697,2.227638
0.440270,0.071373,-0.050637,1.488436
0.331673,0.060551,-0.823278,1.100094
0.313063,0.070239,-0.685425,2.593354
0.378703,0.068814,-0.945214,1.731098
0.360864,0.035430,-0.431052,2.709864
0.395532,0.040744,-0.447148,2.780556
0.419715,0.091148,-0.867572,2.423520
0.494592,0.039793,-0.364754,2.998415
0.397779,0.083353,-0.130123,2.391312
0.366669,0.034304,-0.651063,2.657405
0.580672,0.031030,-0.020799,1.606780
0.447556,0.060951,-0.235769,1.291745
0.484006,0.081150,-0.789397,1.720765
0.306574,0.060690,-0.683861,2.888921
0.342281,0.012171,-0.720685,1.527148
0.563917,0.016102,-0.582562,1.454353
0.474778,0.065553,-0.598034,1.469429
0.525907,0.066610,-0.208304,2.577025
0.432292,0.010666,-0.504872,2.512190
0.486211,0.085512,-0.565507,2.744762
0.578488,0.046788,-0.200128,2.262619
0.302446,0.059779,-0.234866,2.572998
0.409904,0.020472,-0.551761,2.558114
0.528078,0.078983,-0.922492,1.936603
0.520002,0.042045,-0.476389,2.618276
0.576521,0.085370,-0.796894,1.085874
0.394040,0.069046,-0.061243,1.393183
0.385173,0.040591,-0.456025,2.238769
0.520116,0.043851,-0.412089,1.440639
0.338692,0.037612,-0.946757,2.392091
0.393060,0.046195,-0.960049,2.249086
0.363481,0.071109,-0.558889,2.019148
0.516679,0.014478,-0.949207,2.926899
0.328111,0.028305,-0.427851,2.429340
0.321272,0.051337,-0.222648,2.342024
0.504537,0.042947,-0.837376,1.708876
0.319599,0.097531,-0.575686,1.871727
0.458955,0.083298,-0.942872,1.871952
0.303455,0.099218,-0.514266,2.071957
0.586941,0.035515,-0.485426,1.123282
0.319741,0.080376,-0.828205,2.276978
0.555246,0.015086,-0.096178,2.429625
0.323423,0.054592,-0.991074,2.120660
0.337231,0.027944,-0.081888,1.641892
0.524007,0.034723,-0.653470,2.410114
0.385648,0.058060,-0.952377,2.304311
0.445538,0.030580,-0.110845,1.676297
0.505710,0.007700,-0.377505,1.558727
